Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
9522-ZSINC,1,Female,51,No,No,Yes,No,0
3401-URHDA,1,Male,33,,No,No,,
4289-DTDKW,1,Male,50,No,No,Yes,Yes,4
3158-MOERK,1,Female,38,No,,Yes,No,0
8620-RJPZN,1,,27,,No,Yes,,0
6078-VESFR,1,Male,29,,No,Yes,Yes,1
2676-OXPPQ,1,Female,42,No,No,No,No,0
2898-LSJGD,1,Male,52,No,No,Yes,No,0
5748-RNCJT,1,Female,54,,No,Yes,Yes,2
3938-YFPXD,1,Male,20,Yes,No,No,No,0
1575-KRZZE,1,Male,64,No,No,No,No,0
6797-LNAQX,1,,38,No,No,No,Yes,2
6464-KEXXH,1,Male,33,No,No,No,No,0
4685-TFLLS,,Female,25,Yes,No,Yes,No,0
9631-RXVJM,1,Female,24,Yes,No,No,No,0
3186-AJIEK,1,Female,23,Yes,No,Yes,,0
9174-IHETN,1,Male,61,No,,No,No,0
5149-QYTTU,1,Female,22,Yes,No,Yes,Yes,2
5549-ZGHFB,1,Male,49,No,No,Yes,No,0
0253-ZTEOB,1,Male,37,No,No,No,No,0
0030-FNXPP,1,Male,62,,No,,No,0
4291-SHSBH,1,Female,24,Yes,No,,Yes,
7613-LLQFO,,,48,No,No,No,No,0
4825-FUREZ,1,Male,,No,No,Yes,Yes,2
2812-ENYMO,1,Female,22,Yes,No,Yes,No,0
6258-PVZWJ,1,Male,,Yes,No,Yes,Yes,3
4830-FAXFM,1,Male,37,No,No,Yes,No,0
8433-WXGNA,1,Female,42,No,No,Yes,Yes,2
2025-JKFWI,1,Male,49,No,No,No,No,0
0824-VWDPO,1,Male,48,No,No,Yes,Yes,
0334-GDDSO,1,Male,50,No,No,,,0
7615-ESMYF,1,Female,41,No,No,Yes,Yes,
3323-CPBWR,1,Female,45,No,No,Yes,Yes,1
9817-APLHW,,Female,59,No,No,Yes,,0
9225-BZLNZ,1,Male,64,,,Yes,No,0
9488-HGMJH,1,Male,21,Yes,No,Yes,No,0
9782-LGXMC,1,,61,No,,No,No,0
8597-CTXVJ,1,Male,,Yes,No,No,No,0
1004-NOZNR,,Male,39,No,No,No,No,0
6845-RGTYS,1,Male,28,Yes,,Yes,Yes,3
8490-BXHEO,1,,50,No,No,,No,0
8687-BAFGU,1,Male,30,No,No,Yes,Yes,
8756-RDDLT,1,Male,60,No,No,Yes,No,
3392-EHMNK,1,Female,55,No,No,No,No,0
8510-BBWMU,1,,63,No,No,No,,
3339-EAQNV,1,Male,46,,No,No,Yes,
2146-EGVDT,1,,47,,,Yes,No,0
9391-TTOYH,1,Male,49,No,,No,No,0
8450-UYIBU,1,Male,25,Yes,No,Yes,Yes,1
9978-HYCIN,1,Female,35,No,No,No,No,0
8627-EHGIP,1,Male,57,No,No,Yes,No,0
8008-ESFLK,,,58,No,No,,No,
3221-CJMSG,1,,38,No,,No,No,0
1343-EHPYB,1,Male,55,No,No,No,No,0
5172-RKOCB,1,,44,No,No,No,No,
4859-ZSRDZ,1,Male,,Yes,No,No,No,0
4884-LEVMQ,1,Male,,No,,Yes,No,
6447-GORXK,1,Female,22,Yes,No,Yes,Yes,1
8387-UGUSU,1,Female,57,No,No,Yes,Yes,1
8144-DGHXP,1,Male,64,No,No,,No,0
6368-NWMCE,,Female,59,No,No,No,No,0
8266-VBFQL,,Female,20,Yes,No,No,,0
9975-GPKZU,1,,,No,No,No,No,0
1984-GPTEH,1,Male,28,,No,No,,0
0897-FEGMU,1,Male,,,,Yes,,0
6270-OMFIW,1,,33,No,No,Yes,No,0
4462-CYWMH,1,Male,55,No,No,Yes,Yes,3
2898-MRKPI,1,Male,24,Yes,No,Yes,Yes,3
7771-ZONAT,1,Male,19,Yes,No,Yes,Yes,3
0491-KAPQG,,Male,28,Yes,,No,No,
7663-ZTEGJ,1,Female,,Yes,No,Yes,No,0
1178-PZGAB,1,Male,27,Yes,No,,No,0
1987-AUELQ,1,Male,59,No,No,No,,0
9926-PJHDQ,1,Female,61,No,No,No,No,0
1867-BDVFH,1,Female,21,Yes,,Yes,Yes,3
8749-CLJXC,1,Female,28,Yes,No,No,No,
6242-SGYTS,1,Male,53,No,No,,Yes,1
2364-UFROM,1,Male,46,No,No,No,No,0
9309-BZGNT,1,Male,64,No,No,No,No,0
2114-MGINA,1,Male,49,No,No,No,No,0
4910-GMJOT,1,Male,31,No,No,No,No,0
9297-EONCV,1,Female,60,No,No,,Yes,1
3642-GKTCT,1,Male,38,No,No,,Yes,3
9962-BFPDU,1,Female,38,No,No,No,No,0
8161-QYMTT,1,Male,27,Yes,No,Yes,No,0
2037-XJFUP,1,,56,No,No,Yes,Yes,6
4789-KWMXN,,Female,32,No,No,No,No,0
9714-EDSUC,1,,25,Yes,No,Yes,No,0
7633-MVPUY,1,Male,57,No,No,No,No,0
5269-NRGDP,1,Female,52,No,No,Yes,Yes,2
8805-JNRAZ,1,Female,23,Yes,No,No,No,0
1131-QQZEB,,Male,21,Yes,No,,No,0
4201-JMNGR,1,Male,26,Yes,No,No,No,0
6347-DCUIK,1,Male,32,,No,No,No,0
7245-NIIWQ,1,Female,22,Yes,No,No,No,0
9931-KGHOA,1,Female,61,,,No,No,
2858-EIMXH,1,Female,32,,No,,No,0
4140-WJAWW,1,Female,25,Yes,No,Yes,Yes,
8974-OVACP,1,Male,,,No,Yes,No,0
5119-NZPTV,1,Male,43,No,,No,No,0
3256-EZDBI,1,Female,21,Yes,No,No,No,0
8221-EQDGL,1,Female,42,No,,Yes,Yes,2
1722-LDZJS,1,,35,No,No,,No,
0780-XNZFN,1,Male,49,No,No,No,Yes,5
8879-XUAHX,1,Male,42,No,No,Yes,No,0
9531-NSBMR,1,Female,59,No,No,Yes,Yes,1
1262-OPMFY,,Female,,,No,Yes,No,
3948-KXDUF,1,Male,33,No,No,Yes,No,0
2703-AMTUL,1,Female,60,No,No,No,No,0
9174-FKWZE,1,Male,62,No,No,No,No,
6022-KOUQO,1,Male,21,,No,Yes,No,0
1399-UBQIU,,Female,30,No,No,No,No,0
1976-AZZPJ,1,Male,,No,No,No,No,
5569-OUICF,1,Male,,No,No,Yes,No,0
1328-EUZHC,1,Male,51,,No,Yes,Yes,2
1043-UXOVO,1,Female,33,No,No,Yes,,1
0322-YINQP,,Male,62,,No,Yes,No,0
7459-IMVYU,1,Male,42,No,,Yes,,3
9979-RGMZT,1,Female,,No,,No,No,0
3662-FXJFO,1,Male,57,No,No,No,No,0
2810-FTLEM,1,Female,63,No,No,Yes,Yes,1
1453-RZFON,1,Female,64,No,No,No,No,0
5766-FTRTS,1,Male,54,No,No,No,Yes,2
2921-XWDJH,1,Female,40,No,No,Yes,Yes,3
9074-KGVOX,1,Male,20,Yes,No,Yes,No,0
3549-ZTMNH,1,Female,,Yes,,No,Yes,1
5406-KGRMX,1,Male,30,No,No,Yes,No,0
3521-HTQTV,1,Male,29,Yes,No,No,No,
8242-JSVBO,1,Male,48,No,No,No,No,
3720-DBRWL,1,Female,30,,,No,,0
5275-SQEIZ,1,Female,29,Yes,No,No,Yes,1
8129-GMVGI,1,Male,36,No,No,,No,0
3419-SNJJD,,Female,33,No,,Yes,No,
3669-OYSJI,,Female,44,,No,Yes,No,0
5787-KXGIY,1,Female,19,Yes,No,Yes,Yes,2
5652-MSDEY,1,,35,,No,No,No,0
2243-FNMMI,1,Male,30,No,No,No,No,0
2483-XSSMZ,1,Male,54,No,No,No,No,0
6171-ZTVYB,1,Male,39,No,,No,No,0
0956-ACVZC,1,Male,,,No,Yes,,1
2393-DIVAI,1,Female,51,,No,No,No,0
7663-RGWBC,1,Male,59,No,No,Yes,No,
8450-LUGUK,1,Female,,No,No,Yes,No,0
2968-SSGAA,1,Male,62,No,No,Yes,Yes,1
1309-BXVOQ,,Female,,No,No,Yes,Yes,3
0230-UBYPQ,,Male,42,No,No,No,No,0
3910-MRQOY,1,Male,27,Yes,No,No,No,0
0274-JKUJR,1,Female,19,Yes,No,No,No,0
5482-PLVPE,1,Male,57,No,No,Yes,No,0
8383-SGHJU,1,Male,40,No,No,Yes,Yes,1
6508-NJYRO,1,Female,51,,,Yes,,3
4187-CINZD,1,Male,,No,No,No,Yes,1
0793-TWELN,1,Female,,No,No,No,No,0
4973-RLZVI,1,Female,38,No,No,Yes,Yes,1
9443-JUBUO,1,Female,40,,No,No,Yes,3
4504-YOULA,,,34,No,,Yes,No,0
9253-VIFJQ,1,,61,No,No,No,Yes,3
6383-ZTSIW,,Female,44,No,No,No,No,0
6265-SXWBU,1,Male,40,No,No,No,No,0
9837-BMCLM,1,Male,,No,No,No,No,0
7080-TNUWP,1,Female,61,,,Yes,No,0
2167-FQSTQ,,Male,50,No,No,Yes,No,0
8212-CRQXP,1,Male,29,Yes,No,No,Yes,3
4667-QONEA,1,Male,24,Yes,No,Yes,No,0
6368-TZZDT,1,,19,Yes,No,No,No,
2832-SCUCO,1,Female,64,No,No,No,No,0
3174-RKMOW,1,Female,41,No,No,No,No,0
8107-KNCIM,1,Female,58,,,No,No,0
3633-CDBUW,1,Female,,No,,Yes,No,0
1989-PRJHP,1,Male,44,No,No,Yes,No,0
2107-FBPTK,,Female,,No,No,Yes,Yes,3
9821-BESNZ,1,,26,,No,No,No,0
2262-SLNVK,1,Female,23,Yes,No,No,No,0
5970-GHJAW,1,Male,43,,,No,,0
1622-HSHSF,,Female,24,Yes,No,Yes,No,0
9367-OIUXP,1,Male,45,,No,No,No,0
1760-CAZHT,,Male,48,,No,Yes,No,0
3721-CNEYS,1,Male,62,No,No,Yes,No,0
6304-IJFSQ,1,Female,40,No,No,No,No,
5875-YPQFJ,1,Female,25,Yes,No,No,No,0
8079-XRJRS,1,,55,No,No,Yes,Yes,3
1814-DKOLC,1,Female,21,Yes,No,Yes,No,0
9385-EHGDO,,Female,30,No,,,No,0
9776-CLUJA,1,Male,30,No,No,Yes,Yes,3
1936-CZAKF,1,Female,55,No,No,No,No,0
4359-INNWN,1,Male,45,No,No,,No,0
3657-COGMW,1,Male,27,Yes,No,,,0
5458-CQJTA,1,Female,39,No,No,,,0
4779-ZGICK,1,Male,42,,No,,No,0
5063-IUOKK,1,,20,,No,No,Yes,1
1635-HDGFT,1,Female,45,No,No,No,No,0
8190-ZTQFB,1,Male,46,No,No,No,No,0
5515-IDEJJ,,Male,45,,No,No,No,0
8634-CILSZ,1,Female,19,Yes,No,No,No,0
8949-JTMAY,1,,26,Yes,No,Yes,,0
5087-SUURX,1,Female,33,No,No,Yes,No,0
8747-UDCOI,1,Female,52,No,No,No,No,0
7730-IUTDZ,,Female,25,Yes,No,Yes,No,0
7112-OPOTK,,Male,25,Yes,No,Yes,No,0
9170-CCKOU,1,Male,52,No,No,Yes,Yes,2
5372-FBKBN,1,Female,52,No,No,,No,0
8080-POTJR,1,Female,49,No,No,Yes,No,
9818-XQCUV,1,Female,30,No,No,No,No,0
4936-YPJNK,1,Female,28,Yes,,No,No,
5299-RULOA,1,Male,63,,,No,No,0
6386-SZZKH,1,Female,45,No,No,No,,0
0430-IHCDJ,,Male,48,,No,,Yes,2
2692-BUCFV,1,Male,35,,No,,No,0
0298-XACET,1,Female,53,No,,Yes,No,0
5317-FLPJF,1,Male,38,No,No,Yes,Yes,1
1448-CYWKC,1,Male,40,,No,Yes,Yes,2
3429-IFLEM,1,Female,30,No,No,No,,0
9300-AGZNL,1,Male,23,,,Yes,Yes,3
6303-KFWSL,1,,32,,,Yes,No,0
9987-LUTYD,,Male,38,No,No,No,,0
7876-BEUTG,1,Female,22,Yes,,Yes,No,0
2834-SPCJV,1,Male,21,Yes,No,Yes,No,0
8671-KKKOS,1,Male,61,No,No,,Yes,2
8309-PPCED,1,Female,19,Yes,No,No,No,0
4782-OSFXZ,1,Male,38,No,No,Yes,No,
6806-YDEUL,1,Female,44,No,No,No,No,
2995-UPRYS,1,Female,57,No,No,Yes,No,0
5075-JSDKI,1,Male,,No,No,No,No,0
9770-LXDBK,,Female,39,No,,Yes,Yes,2
4933-BSAIP,1,Female,46,,No,,,
1640-PLFMP,1,Female,31,No,No,Yes,No,0
6323-AYBRX,1,Female,40,,No,,No,0
5868-YTYKS,1,Female,,No,No,,No,0
9570-KYEUA,1,Male,34,No,No,Yes,Yes,1
2480-SQIOB,,Male,62,No,No,No,No,0
6376-GAHQE,1,Female,27,Yes,No,Yes,,0
5956-VKDTT,1,,,No,No,Yes,,0
3050-GBUSH,1,,40,No,No,Yes,No,0
4433-JCGCG,1,Male,24,Yes,No,Yes,,2
8647-SDTWQ,1,Male,26,Yes,No,Yes,Yes,2
0872-JCPIB,1,Male,61,No,No,No,No,0
6302-JGYRJ,1,,25,Yes,No,,No,0
5727-MYATE,1,Female,50,No,No,No,No,0
5542-DHSXL,1,Female,55,No,No,Yes,No,0
6513-EECDB,,Female,,No,No,Yes,,2
0807-ZABDG,,Male,44,No,No,Yes,,
9537-JALFH,1,Female,51,,No,Yes,,0
7860-UXCRM,1,Female,48,,No,No,No,0
1921-KYSAY,1,Male,50,No,No,Yes,Yes,2
7503-QQRVF,1,Female,38,No,No,No,No,0
9030-QGZNL,1,Female,58,No,No,No,No,0
7073-QETQY,1,,35,No,No,No,No,0
2250-IVBWA,1,Female,47,No,No,Yes,No,0
1682-VCOIO,,Female,42,No,No,,,3
4011-ARPHK,1,Female,,Yes,No,No,No,0
1849-RJYIG,1,Male,57,No,No,,No,0
9576-ANLXO,1,Female,31,No,No,No,,0
2351-BKRZW,1,Female,19,Yes,No,Yes,,
5605-IYGFG,1,,51,No,,No,No,0
3898-BSJYF,,Female,25,Yes,No,Yes,No,0
1427-VERSM,1,Female,42,No,No,No,No,0
2604-IJPDU,1,,44,No,,No,Yes,3
0412-UCCNP,1,,33,No,No,Yes,No,0
9674-EHPPG,1,Male,20,Yes,No,No,Yes,1
7247-XOZPB,1,Female,37,,No,No,No,0
8232-UTFOZ,1,Female,49,No,No,Yes,Yes,2
0568-ONFPC,1,,27,,,,No,
5626-MGTUK,1,Male,57,No,No,Yes,No,
1840-BIUOG,1,Male,53,,,Yes,Yes,1
4891-NLUBA,1,Female,58,No,No,No,No,0
9659-ZTWSM,1,Female,54,No,No,Yes,No,0
5032-MIYKT,1,Male,59,No,No,Yes,No,0
4304-TSPVK,1,Male,40,No,,Yes,No,0
6458-CYIDZ,1,Male,28,Yes,No,Yes,Yes,2
3594-KADLU,1,Female,53,No,No,No,No,0
0396-HUJBP,1,Female,37,,No,Yes,,0
3838-OZURD,1,Male,23,Yes,No,Yes,,3
7979-CORPM,1,Male,36,No,No,No,,0
2753-JMMCV,1,,20,Yes,,Yes,,2
6185-TASNN,1,,62,No,No,,No,0
6653-CBBOM,1,Male,,,No,Yes,,0
3537-HPKQT,1,Male,28,Yes,No,,No,0
2439-LYPMQ,1,Female,23,Yes,No,Yes,Yes,2
0082-LDZUE,1,Female,61,No,No,Yes,Yes,2
2580-ASVVY,1,Male,44,No,No,Yes,Yes,
8739-WWKDU,1,,60,No,No,No,Yes,3
2673-ZALNP,1,,30,No,No,Yes,,2
4135-FRWKJ,1,Female,47,No,No,No,No,
3569-VLDHH,1,Male,52,No,No,Yes,,2
3620-EHIMZ,1,Female,56,,No,Yes,,0
2371-KFUOG,,Female,49,No,No,Yes,No,0
6103-LIANB,1,,24,Yes,No,No,No,
7216-EWTRS,1,Male,,No,No,Yes,,2
9885-AIBVB,1,Female,43,No,No,Yes,Yes,3
0361-HJRDX,1,Female,,No,,Yes,No,0
9066-QRSDU,1,Female,61,No,No,,No,0
5982-PSMKW,1,Female,58,No,,Yes,Yes,2
8393-JMVMB,1,Male,43,No,No,Yes,No,0
5712-AHQNN,1,Male,24,Yes,No,,Yes,1
1228-ZLNBX,1,Male,31,No,,Yes,Yes,3
4558-CGYCZ,1,,28,Yes,No,No,No,0
0788-DXBFY,1,Male,60,No,No,No,No,0
6933-FHBZC,1,Male,53,No,No,Yes,Yes,3
9470-RTWDV,1,Male,36,No,No,No,No,0
2739-CCZMB,1,Female,23,Yes,No,Yes,No,0
9107-UKCKY,1,Female,54,No,No,Yes,No,0
7176-WRTNX,1,Male,64,No,No,Yes,Yes,1
4947-DSMXK,1,Male,24,Yes,No,Yes,,2
4412-YLTKF,1,Male,37,No,No,No,No,0
7044-YAACC,,Male,37,No,No,Yes,No,0
6732-VAILE,1,,38,No,No,No,No,0
9940-HPQPG,1,Male,29,Yes,No,Yes,,
6963-EZQEE,1,Female,,No,No,No,No,0
0117-LFRMW,1,Male,48,No,No,Yes,Yes,3
5243-SAOTC,1,Male,32,,No,No,No,0
7410-OIEDU,1,Male,,No,No,No,Yes,2
4709-LKHYG,1,Male,57,No,No,Yes,Yes,1
5893-PYOLZ,1,Male,,Yes,,No,No,0
6960-HVYXR,1,Female,47,No,,No,No,
6538-POCHL,,Male,23,Yes,No,Yes,,9
5897-ZYEKH,1,Female,44,No,No,No,,3
9154-QDGTH,1,Female,,,No,Yes,Yes,2
5993-JSUWV,1,Female,63,No,No,No,No,0
5709-LVOEQ,1,Male,57,No,No,Yes,Yes,
4369-HTUIF,1,Female,,Yes,,,No,0
0607-MVMGC,1,Male,38,No,No,No,No,0
7839-QRKXN,,Male,,No,No,No,No,
3668-QPYBK,1,Male,44,,No,No,No,0
5868-YWPDW,1,Female,31,No,No,Yes,Yes,2
7138-GIRSH,1,Female,24,Yes,No,,No,0
7244-KXYZN,1,,46,No,No,No,Yes,1
6691-CCIHA,1,Female,50,No,No,Yes,No,0
7404-JLKQG,,Female,21,Yes,No,Yes,Yes,3
7548-SEPYI,1,Female,24,Yes,No,,,1
1110-KYLGQ,1,Female,41,No,No,Yes,No,0
7799-DSEWS,1,Male,28,Yes,No,No,Yes,1
2546-KZAAT,1,Male,46,No,No,Yes,Yes,2
0191-EQUUH,1,Female,21,Yes,No,Yes,No,
4833-QTJNO,1,,23,,No,No,No,0
7343-EOBEU,1,Male,53,No,No,No,No,
4760-THGOT,1,Female,,No,No,No,No,
8603-IJWDN,1,Male,56,,No,,Yes,3
5469-CTCWN,1,Male,,Yes,No,No,No,0
3694-DELSO,1,Female,38,No,No,No,No,0
2387-KDZQY,1,Male,,,No,No,No,0
7951-QKZPL,1,,48,No,,,No,0
2153-MREFK,1,Male,35,No,No,No,No,0
3194-ORPIK,1,Male,61,,,,No,
5816-SCGFC,1,,44,No,No,Yes,Yes,3
1848-LBZHY,1,Female,44,No,No,No,Yes,
4654-ULTTN,,Female,38,No,,No,No,
0727-BNRLG,1,Male,61,No,No,Yes,No,0
4298-OYIFC,1,Male,22,Yes,No,Yes,Yes,3
0512-FLFDW,1,Female,27,Yes,No,Yes,,3
0114-RSRRW,,Female,,No,No,,Yes,
5605-XNWEN,1,,55,No,No,No,,0
8659-HDIYE,1,Male,25,Yes,No,Yes,Yes,1
7503-ZGUZJ,1,,,,No,Yes,Yes,1
8752-STIVR,1,Female,30,No,No,No,No,0
0442-ZXKVS,1,Male,23,Yes,,,No,0
7977-HXJKU,1,Female,20,Yes,No,Yes,Yes,2
2236-HILPA,1,Female,30,No,,No,No,0
1121-QSIVB,1,Male,61,No,No,No,Yes,1
8319-QBEHW,1,Male,62,No,,Yes,No,0
8715-KKTFG,1,,61,No,No,Yes,Yes,1
5889-LFOLL,1,Female,30,No,No,No,No,0
3521-MNKLV,1,Female,55,,No,Yes,No,0
0771-CHWSK,1,Male,,,No,,No,
1270-XKUCC,1,Female,40,No,No,,Yes,
6754-LZUKA,1,Female,51,No,No,No,No,0
2322-VCZHZ,1,Female,,,No,No,No,0
3021-VLNRJ,1,Male,38,No,No,No,No,0
0947-MUGVO,1,Male,33,No,No,Yes,Yes,1
5242-UOWHD,1,,,No,No,,No,0
0292-WEGCH,1,Female,44,No,No,Yes,Yes,1
1452-VOQCH,,Male,,No,No,No,No,0
0921-OHLVP,1,,57,,No,Yes,Yes,3
2054-PJOCK,1,Female,,No,No,Yes,No,0
7515-LODFU,1,Female,56,No,No,Yes,No,0
2706-QZIHY,1,Female,,No,No,Yes,No,0
3066-RRJIO,1,Male,,No,No,,No,0
1025-FALIX,1,Female,34,No,No,Yes,,
0281-CNTZX,1,Male,44,No,No,No,Yes,1
7892-POOKP,1,Male,24,Yes,No,Yes,,1
9565-FLVCG,1,Male,37,No,No,Yes,,2
4815-TUMEQ,1,Female,43,No,No,Yes,,
0397-ZXWQF,1,Male,20,Yes,No,Yes,No,0
1627-AFWVJ,1,,42,No,No,No,No,
2522-WLNSF,1,,45,No,No,Yes,No,0
7593-XFKDI,1,Female,,No,,Yes,No,0
9874-QLCLH,1,Male,19,Yes,,Yes,,3
1732-FEKLD,1,Female,51,No,No,No,No,0
6080-TCMYC,1,Male,,No,No,No,No,0
1585-MQSSU,1,,39,No,No,Yes,No,0
9272-LSVYH,1,Female,41,No,No,Yes,,2
8201-AAXCB,1,,43,No,,Yes,,3
6128-DAFVY,1,,22,Yes,No,No,Yes,1
5945-AZYHT,1,Male,25,Yes,No,Yes,Yes,3
5566-SOEZD,1,Female,45,No,No,No,No,0
1177-XZBJL,1,Female,59,No,No,Yes,No,0
9269-CQOOL,1,Male,39,No,No,Yes,Yes,2
5311-IHLEI,1,Male,51,No,No,,,0
4472-VESGY,1,Male,,,No,No,No,0
9399-APLBT,1,Male,31,,No,Yes,Yes,1
3378-AJRAO,,Female,48,No,No,Yes,Yes,
9504-DSHWM,1,Female,61,No,No,Yes,Yes,1
9800-OUIGR,1,Male,23,Yes,No,,Yes,2
9500-LTVBP,1,Female,46,,No,Yes,No,
5201-USSQZ,1,Female,,No,No,No,No,0
0320-DWVTU,1,Male,33,No,No,No,,0
1032-MAELW,1,Female,27,Yes,No,,No,0
6969-MVBAI,1,Female,20,Yes,,Yes,No,
2657-ALMWY,1,Female,30,No,No,No,,0
8740-CRYFY,,,43,No,,No,No,0
8706-HRADD,1,Male,49,No,No,Yes,No,0
5003-XZWWO,1,Male,35,No,No,No,No,0
7811-JIVPF,1,Female,22,Yes,No,No,No,0
8042-RNLKO,1,Male,46,No,No,,No,0
6267-DCFFZ,,Female,43,,No,Yes,,2
1656-DRSMG,1,Male,33,No,No,Yes,Yes,4
5985-BEHZK,1,Female,44,No,No,Yes,Yes,3
2133-TSRRM,1,Female,52,No,No,Yes,Yes,
9081-WWXKP,1,Male,19,Yes,No,Yes,Yes,3
5848-FHRFC,1,Female,42,No,No,Yes,Yes,3
0580-PIQHM,1,,61,No,No,Yes,No,0
6556-DBKZF,1,Female,31,No,No,,No,0
9754-CLVZW,1,Female,38,No,No,Yes,Yes,2
1156-ZFYDO,1,,41,No,No,No,No,0
5156-UMKOW,1,Male,56,,No,No,No,0
5248-KWLAR,1,Female,,,No,,Yes,2
9537-VHDTA,1,Female,,No,No,Yes,No,0
5020-ZSTTY,1,Female,49,No,No,No,No,0
0684-AOSIH,1,Female,21,Yes,,Yes,Yes,2
3547-LQRIK,1,Male,26,,No,,Yes,3
8851-RAGOV,1,Female,52,No,No,No,No,0
6705-LNMDD,1,Female,38,No,No,No,No,0
6121-VZNQB,1,Female,57,No,No,Yes,,2
2040-XBAVJ,1,Female,25,,No,Yes,No,0
4988-IQIGL,1,Female,30,No,No,Yes,No,0
6110-OHIHY,1,Female,63,No,No,Yes,,3
7167-PCEYD,1,Male,53,No,No,,No,
4299-SIMNS,1,Female,56,,No,No,No,0
3740-RLMVT,1,Female,23,Yes,No,No,No,0
5353-WILCI,,Female,53,No,,No,No,0
4625-LAMOB,1,Female,,No,No,,,2
4174-LPGTI,,Female,,No,No,Yes,Yes,3
3227-WLKLI,1,Female,56,No,No,No,No,0
7976-CICYS,1,Female,,,No,No,No,0
0929-HYQEW,1,Female,23,,No,,No,0
4018-KJYUY,1,Female,23,Yes,,No,,0
3550-SAHFP,1,Female,43,No,No,Yes,Yes,3
2675-IJRGJ,1,,47,No,No,No,No,0
1089-XZWHH,1,Male,47,No,No,Yes,,1
5666-MBJPT,1,Male,22,Yes,No,No,No,0
1569-TTNYJ,,Male,,Yes,No,,No,0
1927-QEWMY,1,Male,48,No,,Yes,Yes,
7328-OWMOM,,Male,32,,No,No,,0
0336-PIKEI,1,Female,60,No,No,No,No,0
4522-AKYLR,1,Female,49,No,No,No,No,0
5226-NOZFC,1,,52,No,No,Yes,No,0
3166-PNEOF,1,Female,63,No,No,,No,0
2887-JPYLU,1,Female,35,No,No,Yes,No,0
1206-EHBDD,1,Male,28,Yes,,No,,
9087-EYCPR,1,Female,19,Yes,No,Yes,Yes,3
0513-RBGPE,,Female,50,No,No,No,No,0
5383-MMTWC,1,Male,55,No,No,No,No,0
9233-PSYHO,,Female,40,No,No,No,No,0
8775-ERLNB,1,Female,44,No,,No,No,0
6778-YSNIH,1,Female,,No,No,Yes,Yes,3
5651-YLPRD,1,,62,No,,No,No,0
3656-TKRVZ,,Female,32,No,No,No,No,0
9955-QOPOY,1,Female,38,No,No,Yes,Yes,3
1091-SOZGA,1,,57,No,No,No,No,
8606-OEGQZ,1,,28,Yes,,No,Yes,1
5997-OPVFA,1,Female,64,No,No,No,No,0
3247-ZVOUO,,Female,52,No,No,Yes,No,0
3663-MITLP,1,Male,19,Yes,No,Yes,Yes,3
7228-OMTPN,1,Male,48,,No,No,,2
3519-ZKXGG,1,Female,41,No,No,No,No,0
4083-BFNYK,1,Female,21,Yes,No,Yes,Yes,1
0743-HNPFG,1,Male,25,Yes,No,,No,0
3255-GRXMG,1,Male,31,No,No,No,No,0
4220-TINQT,1,Female,28,,,No,No,
5337-IIWKZ,1,Male,62,No,No,,No,
3092-IGHWF,1,Male,35,No,No,Yes,Yes,3
8064-RAVOH,1,Male,63,No,No,Yes,No,
4227-OJHAL,1,Male,48,No,,No,No,0
3234-VKACU,1,Male,26,Yes,No,,No,0
7963-SHNDT,1,Male,58,No,No,Yes,Yes,3
7622-FWGEW,1,Male,64,No,,Yes,No,
5153-LXKDT,1,Female,,Yes,No,No,No,0
8224-IVVPA,1,Female,46,No,No,Yes,No,
9499-XPZXM,1,Male,27,Yes,No,No,No,0
7968-QUXNS,1,Female,54,,No,No,No,0
5077-DXTCG,,Female,21,,No,Yes,Yes,1
3800-LYTRK,1,Male,62,No,No,No,No,0
7943-RQCHR,1,Female,29,Yes,No,Yes,Yes,5
8540-ZQGEA,1,Female,44,No,No,Yes,No,0
9117-SHLZX,,Male,47,No,No,No,No,0
1684-FLBGS,1,,28,Yes,No,No,No,0
8338-QIUNR,1,Female,26,Yes,No,No,No,0
4083-EUGRJ,1,Male,23,Yes,,,No,0
8901-UPRHR,1,Female,35,No,No,Yes,Yes,1
2087-QAREY,1,Male,39,No,No,Yes,Yes,1
5828-AVIPD,1,Male,28,Yes,No,Yes,Yes,2
4631-OACRM,1,Male,42,No,,No,Yes,2
4872-JCVCA,1,Female,31,No,No,,No,0
5482-VXSXJ,1,Male,45,No,No,No,No,0
3346-BRMIS,1,Female,46,No,No,No,,0
0365-GXEZS,1,Female,51,No,No,No,Yes,3
9518-XXBXE,1,Female,27,,No,Yes,No,0
4522-XRWWI,1,Male,,No,No,No,No,0
3454-JFUBC,1,,47,,No,No,No,0
5619-XZZKR,1,Female,30,No,,Yes,Yes,1
4660-IRIBM,1,Female,35,,No,Yes,,0
7698-YFGEZ,1,Male,64,No,No,No,No,0
2478-EEWWM,1,Male,51,No,No,Yes,No,0
3726-TBHQT,,Female,54,,No,Yes,No,0
9424-CMPOG,1,Female,60,No,No,Yes,Yes,3
8000-REIQB,,Male,63,,,No,,0
1291-CUOCY,1,Male,23,Yes,,Yes,Yes,1
8329-IBCTI,1,Male,33,,No,No,No,0
4929-XIHVW,,Female,21,Yes,No,Yes,Yes,1
0463-ZSDNT,,Male,,No,,No,No,0
1131-SUEKT,,Male,,No,No,Yes,,0
0164-XAIRP,1,Female,,No,No,,Yes,1
