index,Customer ID,Age,Senior Citizen,Latitude,Longitude,Satisfaction Score,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Unlimited Data,Contract,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
1479,7903-CMPEY,25.0,No,33.845706,-118.012204,3.0,No,0.0,49.0,Yes,No,No,None,No,No,No,No,No,One Year,921.3,0.0,0.0,732.73,3157.66,No Churn
1481,3442-ZHHCC,53.0,No,39.381174,-120.293534,5.0,No,0.0,72.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,One Year,2538.05,0.0,0.0,1452.9,257.4,No Churn
1482,2037-XJFUP,56.0,No,33.954017,-116.99726,5.0,Yes,7.0,4.0,Yes,No,Yes,None,No,Yes,No,Yes,Yes,Month-to-Month,1325.85,0.0,0.0,1307.11,1084.38,No Churn
1483,7245-JMTTQ,56.0,No,33.17494,-119.372842,3.0,Yes,3.0,66.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,One Year,7181.95,0.0,0.0,458.04,7639.99,No Churn
1484,7691-KGKGP,21.0,No,38.646096,-118.067402,1.0,No,0.0,15.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Month-to-Month,3019.25,0.0,0.0,1285.57,85.11,Price
1487,4475-NVTLU,50.0,No,35.358953,-118.491156,3.0,No,0.0,22.0,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,2157.3,0.0,0.0,1023.0,3180.3,No Churn
1490,8317-BVKSO,34.0,No,37.422961,-122.403099,3.0,Yes,5.0,11.0,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Month-to-Month,1222.05,0.0,0.0,295.68,1517.73,Competitor
1491,5110-CHOPY,33.0,No,39.222323,-122.985488,3.0,No,0.0,37.0,Yes,No,No,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,1968.1,0.0,70.0,1454.5700000000002,2010.84,No Churn
1492,1159-WFSGR,73.0,No,33.624654,-117.611733,3.0,Yes,0.0,56.0,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Two Year,3825.85,0.0,0.0,1066.23,1865.68,Dissatisfaction
1494,8029-XYPWT,59.0,No,38.966713,-116.827173,3.0,No,0.0,24.0,Yes,No,No,None,No,No,No,No,No,Two Year,498.1,0.0,0.0,821.76,1319.86,No Churn
1497,1530-ZTDOZ,36.0,No,36.414611,-117.184503,4.0,Yes,1.0,57.0,Yes,Yes,No,None,No,No,No,Yes,No,Two Year,1948.35,5.73,0.0,2594.16,4460.63,No Churn
1499,3748-FVMZZ,29.0,No,39.559709,-120.345639,1.0,Yes,0.0,19.0,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,One Year,1875.55,0.0,0.0,112.67,1988.22,Other
1500,8374-XGEJJ,38.0,No,33.680302,-117.833296,3.0,No,4.0,71.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Two Year,8564.75,0.0,0.0,439.49,9004.24,No Churn
1501,9933-QRGTX,69.0,Yes,34.245289,-117.642503,3.0,No,0.0,4.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,372.45,0.0,0.0,51.44,423.89,Other
1502,2372-HWUHI,73.0,No,37.331762,-118.31448,4.0,Yes,0.0,72.0,Yes,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,Two Year,6849.75,0.0,0.0,793.4399999999999,7743.19,No Churn
1503,4760-XOHVN,26.0,No,37.900662,-122.052782,1.0,No,1.0,10.0,Yes,Yes,Yes,DSL,No,No,No,No,Yes,One Year,73.6,0.0,0.0,1856.0,522.54,Competitor
1506,2450-ZKEED,35.0,No,39.025867,-119.201028,4.0,No,0.0,47.0,No,No,Yes,DSL,Yes,Yes,No,No,Yes,One Year,1798.65,0.0,0.0,0.0,1798.65,No Churn
1509,5774-XZTQC,32.0,No,37.713152,-121.08739,3.0,No,0.0,66.0,Yes,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Two Year,6471.85,0.0,0.0,689.6999999999999,7161.55,No Churn
1510,5419-KLXBN,76.0,Yes,38.63153,-118.222416,1.0,Yes,2.0,46.0,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Month-to-Month,4541.2,46.64,0.0,2259.06,6753.619999999999,Dissatisfaction
1512,2302-ANTDP,44.0,No,33.345825,-118.459472,5.0,No,0.0,41.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,One Year,688.0,0.0,10.0,1313.85,4333.4,No Churn
1513,2126-GSEGL,79.0,No,34.402343,-119.094824,3.0,No,0.0,25.0,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,Month-to-Month,2395.7,0.0,40.0,745.25,3220.95,No Churn
1515,2955-PSXOE,35.0,No,34.402343,-117.236378,3.0,Yes,0.0,13.0,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Month-to-Month,559.2,0.0,0.0,1003.94,6647.25,No Churn
1516,8454-AATJP,48.0,No,38.304194,-124.044354,4.0,Yes,6.0,8.0,Yes,No,No,None,No,No,No,Yes,Yes,Two Year,159.35,0.0,10.0,137.6,296.95,No Churn
1517,6559-RAKOZ,38.0,No,38.166791,-122.024579,3.0,No,0.0,60.0,No,No,Yes,DSL,Yes,Yes,Yes,No,No,Two Year,2424.5,38.46,0.0,0.0,9200.36,No Churn
1522,8086-OVPWV,41.0,No,32.898613,-117.202937,4.0,Yes,6.0,70.0,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,Yes,Two Year,5617.95,0.0,0.0,821.5,5905.65,No Churn
1523,3509-GWQGF,60.0,No,37.233034,-117.788357,4.0,Yes,1.0,38.0,Yes,No,No,None,No,No,No,No,No,One Year,763.1,0.0,0.0,1395.36,2158.46,No Churn
1525,1173-XZPYF,31.0,No,37.954089,-121.329761,3.0,Yes,8.0,14.0,Yes,No,Yes,None,No,No,Yes,No,No,One Year,228.65,0.0,0.0,640.64,869.29,No Churn
1526,7129-AZJDE,47.0,No,37.74441,-118.312929,4.0,Yes,2.0,46.0,Yes,Yes,No,None,No,No,No,No,No,One Year,1071.6,0.0,0.0,2052.96,3124.56,No Churn
1527,6366-XIVKZ,53.0,No,34.046174,-118.317651,4.0,Yes,1.0,50.0,Yes,No,No,None,No,No,No,No,No,Two Year,520.55,0.0,0.0,1193.13,1713.6799999999998,No Churn
1528,6365-HITVU,70.0,No,36.303793,-119.375646,2.0,No,0.0,54.0,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,One Year,5373.1,0.0,0.0,216.72,3813.75,Price
1529,5982-XMDEX,27.0,No,34.420998,-118.186565,3.0,No,9.0,46.0,No,No,Yes,Cable,No,No,No,No,Yes,Month-to-Month,171.0,0.0,0.0,294.42,2656.38,No Churn
1531,1064-FBXNK,64.0,No,33.885499,-117.324959,3.0,Yes,5.0,17.0,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Two Year,3766.2,0.0,0.0,1333.1999999999998,5099.4,No Churn
1532,0308-IVGOK,63.0,No,37.942551,-122.017258,5.0,Yes,10.0,72.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Two Year,8349.7,0.0,0.0,2922.4800000000005,4334.76,No Churn
1533,1582-RAFML,53.0,No,38.233879,-120.861666,3.0,Yes,0.0,58.0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Month-to-Month,6325.25,0.0,110.0,1284.12,6284.62,No Churn
1534,8634-MPHTR,38.0,No,32.886925,-117.152162,5.0,No,0.0,71.0,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,One Year,7382.85,0.0,0.0,433.1,172.07999999999998,No Churn
1536,0397-GZBBC,61.0,Yes,33.879983,-121.952864,3.0,Yes,1.0,72.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,One Year,8109.8,0.0,0.0,2241.36,10351.16,Competitor
1537,4391-LNRXK,50.0,No,39.197215,-117.169052,3.0,No,1.0,1.0,Yes,No,Yes,DSL,No,No,No,Yes,No,Month-to-Month,2208.75,0.0,0.0,3007.62,492.22,No Churn
1539,3239-TPHPZ,21.0,No,34.079449,-118.548306,5.0,Yes,10.0,48.0,Yes,No,No,None,No,No,No,No,No,Two Year,1057.0,0.0,0.0,1822.08,2879.08,No Churn
1541,7602-DBTOU,61.0,No,33.905963,-118.431791,3.0,Yes,5.0,68.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Two Year,7849.85,0.0,0.0,2216.1200000000003,10065.97,No Churn
1542,5429-LWCMV,64.0,Yes,34.601055,-120.382917,3.0,No,0.0,8.0,Yes,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,99.75,0.0,0.0,1432.2,400.74,Attitude
1544,0396-UKGAI,70.0,Yes,32.886925,-117.152162,3.0,Yes,0.0,1.0,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Month-to-Month,69.1,0.0,0.0,16.19,85.28999999999999,Other
1545,2642-MAWLJ,37.0,No,34.441123,-117.854783,4.0,Yes,0.0,9.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,One Year,99.6,0.0,0.0,29.19,7356.69,No Churn
1546,1915-OAKWD,59.0,No,34.030915,-117.273201,4.0,Yes,8.0,36.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,2937.65,0.0,0.0,1775.88,4713.53,No Churn
1548,9796-MVYXX,73.0,No,33.890853,-118.297967,5.0,No,0.0,56.0,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,One Year,6139.5,0.0,0.0,2639.28,2526.77,No Churn
1549,2499-AJYUA,57.0,Yes,38.384648,-116.773825,1.0,Yes,1.0,70.0,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Two Year,939.7,0.0,90.0,2986.9,7746.65,Dissatisfaction
1550,2215-ZAFGX,60.0,No,35.924252,-120.440124,3.0,No,0.0,72.0,Yes,No,Yes,Cable,Yes,Yes,No,No,Yes,Month-to-Month,220.65,0.0,0.0,29.96,250.61,No Churn
1553,2682-KEVRP,61.0,No,36.560498,-117.047666,5.0,No,0.0,64.0,Yes,No,No,None,Yes,No,No,Yes,No,Two Year,1630.4,0.0,0.0,500.4,3280.64,No Churn
1555,0679-TDGAK,36.0,No,36.186867,-118.147037,2.0,No,0.0,7.0,No,No,Yes,DSL,No,Yes,No,No,Yes,Month-to-Month,293.3,0.0,0.0,0.0,293.3,Attitude
1556,0320-JDNQG,40.0,No,33.850452,-117.726668,3.0,Yes,8.0,41.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,One Year,3211.2,0.0,0.0,772.4399999999999,1182.39,No Churn
1560,7346-MEDWM,27.0,No,34.187599,-118.332639,3.0,Yes,1.0,61.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Month-to-Month,3641.5,0.0,100.0,1628.7,5370.2,No Churn
1563,5208-FVQKB,73.0,Yes,34.083086,-118.445475,1.0,Yes,1.0,47.0,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Month-to-Month,3825.85,0.0,90.0,1800.5700000000002,5716.42,Dissatisfaction
1566,3557-HTYWR,32.0,No,37.724817,-120.392967,3.0,No,0.0,10.0,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Month-to-Month,612.95,0.0,0.0,76.5,689.45,No Churn
1570,6227-FBDXH,57.0,No,37.106902,-122.388361,3.0,Yes,6.0,59.0,Yes,Yes,Yes,Cable,Yes,No,No,Yes,Yes,One Year,3801.3,0.0,0.0,854.91,1224.22,No Churn
1571,7537-CBQUZ,55.0,No,33.703976,-117.029473,5.0,Yes,1.0,33.0,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Month-to-Month,2964.05,0.0,130.0,884.4,7030.370000000001,No Churn
1572,4307-KTUMW,35.0,Yes,34.1692,-118.372498,1.0,No,1.0,16.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,1194.3,0.0,0.0,751.84,1946.14,Competitor
1573,5862-BRIXZ,35.0,No,33.960891,-119.216328,3.0,No,0.0,22.0,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Month-to-Month,265.75,0.0,0.0,410.97,4204.9,No Churn
1574,5261-QSHQM,39.0,No,40.704293,-118.067402,3.0,No,0.0,38.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,One Year,2597.6,0.0,0.0,1280.98,3878.58,Price
1576,5380-AFSSK,25.0,No,37.449537,-121.994813,4.0,Yes,0.0,34.0,Yes,No,Yes,None,No,No,No,No,Yes,Two Year,5064.45,0.0,0.0,142.5,2570.99,No Churn
1582,5174-ITUMV,65.0,Yes,39.061227,-121.108568,3.0,Yes,1.0,6.0,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,2169.75,0.0,0.0,474.7600000000001,2644.51,Price
1586,6082-OQFBA,59.0,No,38.018065,-122.546024,3.0,Yes,0.0,7.0,Yes,No,Yes,None,Yes,No,No,No,Yes,Two Year,369.25,0.0,0.0,47.81,417.06,No Churn
1587,2272-WUSPA,42.0,No,38.788898,-120.249581,3.0,Yes,10.0,56.0,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Month-to-Month,19.5,0.0,0.0,587.6,1914.37,No Churn
1588,6845-RGTYS,28.0,No,34.188339,-118.300942,3.0,No,0.0,10.0,Yes,No,Yes,None,No,No,No,No,Yes,Month-to-Month,445.95,0.0,0.0,0.0,1942.95,No Churn
1591,2481-SBOYW,25.0,Yes,33.290907,-118.147037,4.0,No,0.0,23.0,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Month-to-Month,1284.2,0.0,0.0,36.34,1320.54,No Churn
1592,0868-VJRDR,67.0,No,36.319181,-117.593053,5.0,No,0.0,2.0,Yes,No,Yes,Cable,No,No,No,No,No,Month-to-Month,84.4,0.0,10.0,83.8,178.2,No Churn
1594,5360-XGYAZ,55.0,No,33.850452,-116.425984,4.0,No,0.0,10.0,Yes,Yes,No,None,No,Yes,No,No,Yes,Month-to-Month,130.5,0.0,0.0,984.23,3458.71,No Churn
1595,9696-RMYBA,70.0,Yes,32.825086,-121.041166,3.0,Yes,1.0,17.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,4367.35,0.0,0.0,161.5,1490.7,Competitor
1596,6235-VDHOM,34.0,No,34.486835,-122.306132,1.0,No,0.0,8.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,679.3,0.0,0.0,17.37,577.41,Competitor
1598,8063-GBATB,43.0,No,37.802071,-122.544556,4.0,No,0.0,10.0,Yes,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-Month,797.25,0.0,0.0,156.0,953.25,No Churn
1601,7005-CCBKV,31.0,No,36.545353,-119.338535,3.0,Yes,1.0,46.0,Yes,No,No,None,Yes,No,No,Yes,No,Two Year,917.45,0.0,0.0,2112.32,3029.7700000000004,No Churn
1605,3831-YCPUO,50.0,No,33.819814,-117.320138,1.0,Yes,1.0,54.0,Yes,Yes,Yes,DSL,No,No,No,No,Yes,One Year,3715.65,0.0,0.0,2273.4,56.11,Dissatisfaction
1606,6338-AVWCY,38.0,No,41.269521,-123.546958,5.0,Yes,8.0,46.0,Yes,No,Yes,None,Yes,No,No,Yes,No,One Year,5311.85,0.0,100.0,168.95999999999998,1561.16,No Churn
1607,1142-WACZW,50.0,No,38.192608,-120.957842,4.0,No,0.0,13.0,Yes,No,Yes,DSL,Yes,No,No,No,No,One Year,2227.8,0.0,20.0,0.0,2352.45,No Churn
1612,8189-XRIKE,28.0,No,34.508417,-117.224878,5.0,No,0.0,21.0,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,1558.7,0.0,0.0,599.34,2158.04,No Churn
1614,9040-KZVWO,34.0,No,34.18454,-119.224666,3.0,Yes,3.0,42.0,Yes,No,No,None,No,No,No,No,No,Two Year,833.55,0.0,0.0,131.88,965.43,No Churn
1617,7450-NWRTR,45.0,No,33.644585,-121.360597,3.0,No,0.0,64.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,One Year,6519.75,0.0,0.0,293.13,5658.64,No Churn
1618,6815-ABQFQ,54.0,No,33.849263,-116.382778,4.0,No,7.0,4.0,No,No,Yes,Fiber Optic,No,No,No,Yes,No,Month-to-Month,249.4,0.0,10.0,150.8,410.2,No Churn
1621,5442-XSDCW,44.0,No,34.505273,-117.955054,3.0,No,3.0,32.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,3416.85,0.0,0.0,454.72,3871.57,No Churn
1622,7293-LSCDV,21.0,No,37.393554,-122.464732,4.0,No,0.0,24.0,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,2187.15,0.0,0.0,669.84,2856.99,No Churn
1623,8064-RAVOH,63.0,No,37.007882,-119.055813,3.0,No,6.0,46.0,No,No,Yes,DSL,Yes,No,Yes,No,No,Two Year,1842.7,0.0,80.0,0.0,1922.7,No Churn
1628,9135-MGVPY,44.0,No,41.163637,-116.967221,3.0,Yes,0.0,24.0,Yes,No,No,Fiber Optic,No,No,Yes,Yes,No,Month-to-Month,1191.4,0.0,0.0,55.0,492.22,No Churn
1629,4013-GUXND,62.0,Yes,39.346898,-121.759537,4.0,Yes,0.0,35.0,Yes,No,Yes,None,No,No,Yes,No,Yes,Month-to-Month,7665.8,0.0,0.0,1333.1999999999998,398.45,No Churn
1630,2138-VFAPZ,64.0,No,33.53604,-118.192754,4.0,Yes,0.0,43.0,Yes,Yes,Yes,DSL,No,No,No,Yes,No,Two Year,7555.0,0.0,70.0,0.0,81.89,No Churn
1631,1074-WVEVG,64.0,No,36.413433,-118.854708,5.0,No,0.0,51.0,Yes,Yes,No,None,No,No,No,No,No,One Year,1266.4,47.91,0.0,1752.36,2970.85,No Churn
1633,5945-AZYHT,25.0,No,37.509366,-122.306132,5.0,Yes,0.0,24.0,Yes,No,No,Fiber Optic,No,No,No,No,No,Month-to-Month,30.55,0.0,0.0,742.6600000000001,9358.83,No Churn
1634,3898-GUYTS,65.0,No,34.084747,-121.897775,5.0,No,0.0,50.0,Yes,No,No,None,No,No,No,No,No,Two Year,529.8,0.0,0.0,557.82,1087.62,No Churn
1636,2428-HYUNX,50.0,No,32.688506,-116.938632,3.0,No,0.0,31.0,Yes,No,Yes,None,No,Yes,No,Yes,No,One Year,5976.9,0.0,0.0,3306.96,2482.7,No Churn
1637,8932-CZHRQ,21.0,No,33.988543,-118.37019,4.0,No,1.0,2.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,899.45,0.0,0.0,1453.86,2353.3100000000004,No Churn
1638,0244-LGNFY,37.0,No,37.943087,-118.080637,5.0,Yes,4.0,71.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Two Year,7555.0,0.0,60.0,742.6600000000001,8357.66,No Churn
1639,2550-QHZGP,50.0,No,41.027281,-116.192313,5.0,No,0.0,68.0,Yes,Yes,No,None,No,No,No,No,No,Two Year,1821.8,16.85,0.0,2102.73,2472.71,No Churn
1640,4140-MUHUG,44.0,Yes,34.030915,-117.273201,4.0,No,0.0,33.0,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Month-to-Month,2406.1,0.0,60.0,1631.85,4097.95,No Churn
1642,5828-AVIPD,28.0,No,38.005839,-122.272437,3.0,Yes,9.0,62.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,1244.8,0.0,0.0,2973.52,865.6099999999999,No Churn
1643,9231-ZJYAM,74.0,Yes,32.85723,-117.199424,1.0,No,0.0,1.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,78.95,0.0,0.0,10.19,81.28999999999999,Competitor
1645,4080-OGPJL,30.0,No,37.218705,-121.762429,3.0,Yes,0.0,42.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,7982.5,0.0,0.0,1412.82,9708.69,No Churn
1648,6439-PKTRR,64.0,No,34.297628,-119.014627,4.0,No,0.0,61.0,Yes,Yes,No,Fiber Optic,No,No,No,No,Yes,Two Year,908.55,0.0,0.0,318.88,1227.4299999999998,No Churn
1652,6661-EIPZC,36.0,No,35.28952,-121.916834,3.0,Yes,1.0,1.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,19.9,0.0,0.0,7.49,27.39,Attitude
1653,5640-CAXOA,60.0,No,40.03194,-122.017258,5.0,No,0.0,15.0,No,No,Yes,DSL,Yes,Yes,No,Yes,Yes,One Year,693.45,0.0,0.0,0.0,677.1800000000001,No Churn
1655,6413-XKKPU,78.0,Yes,39.117537,-122.284654,1.0,No,0.0,7.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,545.15,0.0,0.0,226.8,69.99,Attitude
1656,7251-LJBQN,63.0,No,33.818,-117.974404,3.0,No,0.0,10.0,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Month-to-Month,3199.0,0.0,0.0,3154.4500000000003,4333.4,No Churn
1657,7663-CUXZB,52.0,No,34.049841,-118.33846,5.0,No,0.0,71.0,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Two Year,24.2,0.0,0.0,1041.57,8423.82,No Churn
1660,3841-NFECX,55.0,No,32.747484,-117.166877,3.0,Yes,1.0,24.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,1747.85,0.0,0.0,425.52,2173.37,Attitude
1661,2876-VBBBL,70.0,No,34.174215,-118.345928,4.0,No,0.0,5.0,Yes,No,Yes,Cable,Yes,No,No,Yes,Yes,Month-to-Month,266.95,0.0,0.0,154.60000000000002,421.55,No Churn
1662,6050-FFXES,73.0,Yes,38.460517,-121.235034,1.0,Yes,1.0,57.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,5746.15,0.0,0.0,1201.9,8145.85,Dissatisfaction
1664,0334-GDDSO,50.0,No,36.667794,-122.091481,4.0,No,0.0,1.0,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,45.55,0.0,0.0,16.34,61.89,No Churn
1665,3589-PPVKW,66.0,Yes,33.796568,-116.924723,1.0,No,0.0,5.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,70.5,0.0,0.0,0.0,81.28999999999999,Competitor
1668,8999-XXGNS,74.0,Yes,38.140719,-117.209774,3.0,No,0.0,2.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,139.05,0.0,0.0,26.34,165.39,Other
1670,7783-YKGDV,42.0,No,35.245035,-118.905553,5.0,Yes,0.0,23.0,Yes,Yes,No,DSL,No,No,No,No,No,Month-to-Month,5832.0,0.0,0.0,1019.92,2482.7,No Churn
1672,3190-FZATL,40.0,No,38.636052,-119.489162,5.0,No,0.0,71.0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two Year,5969.3,0.0,0.0,219.39,6188.6900000000005,No Churn
1673,8295-FHIVV,50.0,No,33.989524,-118.089299,3.0,No,0.0,12.0,Yes,No,Yes,DSL,No,No,No,Yes,No,Month-to-Month,593.75,0.0,120.0,558.96,1272.71,Price
1675,1110-KYLGQ,41.0,No,33.817473,-120.392967,4.0,Yes,7.0,43.0,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,3398.9,0.0,0.0,1798.6899999999998,5197.59,No Churn
1677,2773-OVBPK,45.0,No,37.306612,-118.164432,4.0,No,5.0,7.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,One Year,30.55,0.0,0.0,124.14,1917.28,No Churn
1679,2378-YIZKA,24.0,No,40.740138,-122.587476,3.0,No,0.0,55.0,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,4509.5,0.0,0.0,0.0,5738.2,No Churn
1681,1563-IWQEX,57.0,No,38.123544,-121.159078,3.0,No,1.0,2.0,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,1025.95,0.0,0.0,173.88,388.21,Attitude
1683,3259-QMXUN,48.0,No,38.41935,-120.469545,3.0,Yes,9.0,11.0,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Month-to-Month,934.15,14.67,50.0,1083.92,6953.23,No Churn
1686,0003-MKNFE,60.0,No,36.696759,-121.946461,3.0,Yes,0.0,29.0,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,One Year,2211.8,0.0,0.0,150.56,2406.9700000000003,No Churn
1691,6421-SZVEM,24.0,No,37.257772,-122.051824,3.0,No,10.0,61.0,No,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Month-to-Month,5229.8,0.0,0.0,3332.58,4100.9800000000005,No Churn
1693,7799-DSEWS,28.0,No,33.848733,-118.414338,3.0,No,0.0,60.0,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Two Year,6751.35,0.0,0.0,2997.6,7982.450000000001,No Churn
1695,7623-HKYRK,60.0,No,35.050345,-117.224878,4.0,Yes,1.0,60.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Two Year,7982.5,0.0,0.0,3328.56,11311.06,No Churn
1696,0186-CAERR,50.0,No,37.828416,-122.216005,2.0,Yes,1.0,7.0,Yes,No,Yes,None,No,Yes,No,No,Yes,One Year,608.8,0.0,0.0,134.61,717.39,Dissatisfaction
1699,9229-RQABD,35.0,No,37.916648,-122.008483,3.0,Yes,6.0,62.0,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Month-to-Month,3024.15,0.0,0.0,1729.21,6869.52,No Churn
1702,6683-VLCTZ,60.0,No,37.34667,-121.910019,4.0,Yes,7.0,24.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,5231.2,0.0,0.0,2102.73,869.29,No Churn
1704,0239-OXEXL,20.0,No,32.886925,-117.152162,1.0,No,0.0,1.0,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,Month-to-Month,50.8,0.0,0.0,22.82,73.62,Competitor
1705,8981-FJGLA,19.0,No,33.215251,-120.894014,4.0,No,0.0,62.0,Yes,No,No,None,Yes,No,No,No,No,Two Year,1201.65,0.0,0.0,2088.16,3289.81,No Churn
1706,3930-ZGWVE,49.0,No,35.279984,-120.824288,2.0,No,0.0,1.0,Yes,No,Yes,Cable,No,No,Yes,No,Yes,Month-to-Month,45.95,0.0,0.0,46.17,92.12,Competitor
1709,3199-XGZCY,67.0,Yes,34.04597,-117.011825,2.0,No,0.0,32.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,3019.25,0.0,0.0,814.4,3833.65,Price
1712,5038-ETMLM,19.0,No,33.849263,-118.338307,4.0,Yes,1.0,43.0,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Two Year,3460.3,24.9,0.0,1656.79,5092.1900000000005,No Churn
1716,9236-NDUCW,36.0,No,37.420273,-120.66527,3.0,Yes,0.0,64.0,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Month-to-Month,4946.05,0.0,0.0,120.6,2780.6,No Churn
1718,6633-SYEUS,25.0,No,40.171312,-121.120605,3.0,Yes,1.0,17.0,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Month-to-Month,920.5,0.0,0.0,343.91,7074.51,No Churn
1719,9553-DLCLU,35.0,No,41.750354,-120.403885,3.0,Yes,3.0,53.0,Yes,No,Yes,DSL,Yes,No,No,No,No,Month-to-Month,612.95,0.0,0.0,916.65,5426.81,No Churn
